,base,clouds,cod,coord,dt,id,main,message,name,rain,sys,visibility,weather,wind
306,stations,{'all': 90},200,"{'lon': -53.81, 'lat': -29.69}",1535922000.0,3450083.0,"{'temp': 16, 'pressure': 1013, 'humidity': 100, 'temp_min': 16, 'temp_max': 16}",,Santa Maria,,"{'type': 1, 'id': 4573, 'message': 0.0097, 'country': 'BR', 'sunrise': 1535881683, 'sunset': 1535923292}",2000.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",{'speed': 1}
307,,,404,,,,,city not found,,,,,,
308,stations,{'all': 64},200,"{'lon': 93.51, 'lat': 42.84}",1535927878.0,1529484.0,"{'temp': 13.59, 'pressure': 943.2, 'humidity': 43, 'temp_min': 13.59, 'temp_max': 13.59, 'sea_level': 1023.25, 'grnd_level': 943.2}",,Hami,,"{'message': 0.0032, 'country': 'CN', 'sunrise': 1535843531, 'sunset': 1535890676}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 1.87, 'deg': 87.0093}"
309,stations,{'all': 12},200,"{'lon': -47.36, 'lat': -0.61}",1535927879.0,3389822.0,"{'temp': 27.19, 'pressure': 1025.32, 'humidity': 97, 'temp_min': 27.19, 'temp_max': 27.19, 'sea_level': 1025.48, 'grnd_level': 1025.32}",,Salinopolis,,"{'message': 0.0029, 'country': 'BR', 'sunrise': 1535879150, 'sunset': 1535922705}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 6.97, 'deg': 76.0093}"
310,,,404,,,,,city not found,,,,,,
311,stations,{'all': 20},200,"{'lon': 117.43, 'lat': 49.6}",1535927881.0,2035836.0,"{'temp': 14.49, 'pressure': 930.31, 'humidity': 87, 'temp_min': 14.49, 'temp_max': 14.49, 'sea_level': 1014.7, 'grnd_level': 930.31}",,Manzhouli,,"{'message': 0.0042, 'country': 'CN', 'sunrise': 1535837281, 'sunset': 1535885433}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 5.87, 'deg': 3.00931}"
312,stations,{'all': 0},200,"{'lon': 12.59, 'lat': 59.65}",1535925000.0,2725123.0,"{'temp': 11, 'pressure': 1028, 'humidity': 87, 'temp_min': 11, 'temp_max': 11}",,Arvika,,"{'type': 1, 'id': 5412, 'message': 0.0046, 'country': 'SE', 'sunrise': 1535861375, 'sunset': 1535911618}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 1.5, 'deg': 200}"
313,stations,{'all': 40},200,"{'lon': -156.47, 'lat': 20.89}",1535925360.0,5847411.0,"{'temp': 28.36, 'pressure': 1011, 'humidity': 63, 'temp_min': 26.7, 'temp_max': 30.6}",,Kahului,,"{'type': 1, 'id': 823, 'message': 0.0038, 'country': 'US', 'sunrise': 1535904613, 'sunset': 1535949585}",16093.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 4.1, 'deg': 10}"
314,stations,{'all': 56},200,"{'lon': 82.22, 'lat': 16.73}",1535927882.0,1252795.0,"{'temp': 25.34, 'pressure': 1018.18, 'humidity': 90, 'temp_min': 25.34, 'temp_max': 25.34, 'sea_level': 1018.67, 'grnd_level': 1018.18}",,Yanam,,"{'message': 0.0228, 'country': 'IN', 'sunrise': 1535847473, 'sunset': 1535892183}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 4.32, 'deg': 286.009}"
315,stations,{'all': 0},200,"{'lon': 87.96, 'lat': 65.8}",1535927883.0,1488903.0,"{'temp': 1.54, 'pressure': 1023.78, 'humidity': 89, 'temp_min': 1.54, 'temp_max': 1.54, 'sea_level': 1038.37, 'grnd_level': 1023.78}",,Turukhansk,,"{'message': 0.0038, 'country': 'RU', 'sunrise': 1535842152, 'sunset': 1535894635}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 4.02, 'deg': 347.509}"
316,stations,{'all': 8},200,"{'lon': 7.39, 'lat': 18.74}",1535927883.0,2447513.0,"{'temp': 26.19, 'pressure': 970.36, 'humidity': 28, 'temp_min': 26.19, 'temp_max': 26.19, 'sea_level': 1021.71, 'grnd_level': 970.36}",,Arlit,,"{'message': 0.0033, 'country': 'NE', 'sunrise': 1535865361, 'sunset': 1535910204}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}]","{'speed': 2.87, 'deg': 260.009}"
317,stations,{'all': 40},200,"{'lon': 58.1, 'lat': 52.99}",1535925600.0,483650.0,"{'temp': 5, 'pressure': 1025, 'humidity': 93, 'temp_min': 5, 'temp_max': 5}",,Temyasovo,,"{'type': 1, 'id': 7307, 'message': 0.0033, 'country': 'RU', 'sunrise': 1535851225, 'sunset': 1535899952}",7000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 1, 'deg': 90}"
318,stations,{'all': 40},200,"{'lon': -94.48, 'lat': 49.76}",1535925600.0,5991056.0,"{'temp': 20.58, 'pressure': 1014, 'humidity': 42, 'temp_min': 20, 'temp_max': 21}",,Kenora,,"{'type': 1, 'id': 3668, 'message': 0.0044, 'country': 'CA', 'sunrise': 1535888178, 'sunset': 1535936229}",32186.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 4.6, 'deg': 310, 'gust': 7.7}"
319,stations,{'all': 20},200,"{'lon': 126.04, 'lat': 42.68}",1535927885.0,2038118.0,"{'temp': 21.19, 'pressure': 972.71, 'humidity': 89, 'temp_min': 21.19, 'temp_max': 21.19, 'sea_level': 1013.6, 'grnd_level': 972.71}",,Huinan,,"{'message': 0.0038, 'country': 'CN', 'sunrise': 1535835728, 'sunset': 1535882868}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 6.07, 'deg': 194.009}"
320,stations,{'all': 12},200,"{'lon': 57.31, 'lat': 63.86}",1535927885.0,470905.0,"{'temp': 7.14, 'pressure': 1018.59, 'humidity': 90, 'temp_min': 7.14, 'temp_max': 7.14, 'sea_level': 1043.39, 'grnd_level': 1018.59}",,Vuktyl,,"{'message': 0.0037, 'country': 'RU', 'sunrise': 1535849927, 'sunset': 1535901583}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 1.17, 'deg': 175.509}"
321,stations,{'all': 75},200,"{'lon': -125.55, 'lat': 48.94}",1535925600.0,6171633.0,"{'temp': 18, 'pressure': 1020, 'humidity': 77, 'temp_min': 18, 'temp_max': 18}",,Ucluelet,,"{'type': 1, 'id': 3356, 'message': 0.0069, 'country': 'CA', 'sunrise': 1535895710, 'sunset': 1535943610}",24140.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 9.3, 'deg': 290, 'gust': 11.8}"
322,stations,{'all': 92},200,"{'lon': -1.75, 'lat': 4.89}",1535927886.0,2294915.0,"{'temp': 24.29, 'pressure': 1023.05, 'humidity': 99, 'temp_min': 24.29, 'temp_max': 24.29, 'sea_level': 1026.05, 'grnd_level': 1023.05}",,Takoradi,,"{'message': 0.0037, 'country': 'GH', 'sunrise': 1535868030, 'sunset': 1535911934}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 3.32, 'deg': 224.009}"
323,,,404,,,,,city not found,,,,,,
324,stations,{'all': 80},200,"{'lon': 69.61, 'lat': 21.64}",1535927887.0,1259395.0,"{'temp': 25.29, 'pressure': 1015.43, 'humidity': 95, 'temp_min': 25.29, 'temp_max': 25.29, 'sea_level': 1018.18, 'grnd_level': 1015.43}",,Porbandar,{'3h': 0.27},"{'message': 0.0034, 'country': 'IN', 'sunrise': 1535850316, 'sunset': 1535895388}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 8.37, 'deg': 260.509}"
325,stations,{'all': 1},200,"{'lon': -117.83, 'lat': 44.77}",1535925360.0,5712169.0,"{'temp': 27.47, 'pressure': 1017, 'humidity': 2, 'temp_min': 27.2, 'temp_max': 27.8}",,Baker City,,"{'type': 1, 'id': 2278, 'message': 0.0047, 'country': 'US', 'sunrise': 1535894163, 'sunset': 1535941460}",16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 3.1, 'deg': 290}"
326,stations,{'all': 24},200,"{'lon': 28.33, 'lat': 57.82}",1535922000.0,504341.0,"{'temp': 17, 'pressure': 1027, 'humidity': 88, 'temp_min': 17, 'temp_max': 17}",,Pskov,,"{'type': 1, 'id': 7270, 'message': 0.0038, 'country': 'RU', 'sunrise': 1535857838, 'sunset': 1535907609}",8000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",{'speed': 1}
327,stations,{'all': 68},200,"{'lon': -70.48, 'lat': 46.21}",1535927888.0,6137631.0,"{'temp': 20.89, 'pressure': 982.35, 'humidity': 75, 'temp_min': 20.89, 'temp_max': 20.89, 'sea_level': 1032.98, 'grnd_level': 982.35}",,Saint-Prosper,,"{'message': 0.0097, 'country': 'CA', 'sunrise': 1535882688, 'sunset': 1535930209}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 2.77, 'deg': 189.009}"
328,stations,{'all': 92},200,"{'lon': 77.58, 'lat': 34.16}",1535927889.0,1264976.0,"{'temp': -2.31, 'pressure': 608.75, 'humidity': 94, 'temp_min': -2.31, 'temp_max': -2.31, 'sea_level': 1020.21, 'grnd_level': 608.75}",,Leh,,"{'message': 0.006, 'country': 'IN', 'sunrise': 1535847852, 'sunset': 1535894012}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 0.62, 'deg': 348.009}"
329,stations,{'all': 75},200,"{'lon': -122.69, 'lat': 58.81}",1535926320.0,5955902.0,"{'temp': 14, 'pressure': 1006, 'humidity': 50, 'temp_min': 14, 'temp_max': 14}",,Fort Nelson,,"{'type': 1, 'id': 3278, 'message': 0.0049, 'country': 'CA', 'sunrise': 1535894009, 'sunset': 1535943908}",48279.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",{'speed': 1}
330,stations,{'all': 68},200,"{'lon': 63.78, 'lat': 67.55}",1535927890.0,1486910.0,"{'temp': 4.59, 'pressure': 1020.37, 'humidity': 73, 'temp_min': 4.59, 'temp_max': 4.59, 'sea_level': 1040.92, 'grnd_level': 1020.37}",,Komsomolskiy,,"{'message': 0.0038, 'country': 'RU', 'sunrise': 1535847544, 'sunset': 1535900832}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 5.27, 'deg': 185.009}"
331,stations,{'all': 92},200,"{'lon': 76.1, 'lat': 53.07}",1535927890.0,1523662.0,"{'temp': 10.64, 'pressure': 1017.45, 'humidity': 98, 'temp_min': 10.64, 'temp_max': 10.64, 'sea_level': 1030.83, 'grnd_level': 1017.45}",,Kachiry,{'3h': 0.325},"{'message': 0.0115, 'country': 'KZ', 'sunrise': 1535846892, 'sunset': 1535895646}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 7.82, 'deg': 334.509}"
332,stations,{'all': 92},200,"{'lon': 159.24, 'lat': 61.92}",1535927891.0,2125693.0,"{'temp': 9.24, 'pressure': 1019.08, 'humidity': 100, 'temp_min': 9.24, 'temp_max': 9.24, 'sea_level': 1027.34, 'grnd_level': 1019.08}",,Evensk,{'3h': 0.785},"{'message': 0.004, 'country': 'RU', 'sunrise': 1535825767, 'sunset': 1535876839}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 1.37, 'deg': 127.009}"
333,stations,{'all': 75},200,"{'lon': -89.07, 'lat': 21.05}",1535927400.0,3526662.0,"{'temp': 25, 'pressure': 1011, 'humidity': 94, 'temp_min': 25, 'temp_max': 25}",,Teya,,"{'type': 1, 'id': 3996, 'message': 0.0049, 'country': 'MX', 'sunrise': 1535888429, 'sunset': 1535933425}",11265.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 2.6, 'deg': 30}"
334,stations,{'all': 68},200,"{'lon': 39.51, 'lat': 68.05}",1535927892.0,556268.0,"{'temp': 10.14, 'pressure': 1012.75, 'humidity': 93, 'temp_min': 10.14, 'temp_max': 10.14, 'sea_level': 1038.33, 'grnd_level': 1012.75}",,Ostrovnoy,,"{'message': 0.0029, 'country': 'RU', 'sunrise': 1535853249, 'sunset': 1535906769}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 6.02, 'deg': 251.509}"
335,stations,{'all': 92},200,"{'lon': 47.64, 'lat': -21.3}",1535927892.0,1064366.0,"{'temp': 11.69, 'pressure': 935.99, 'humidity': 99, 'temp_min': 11.69, 'temp_max': 11.69, 'sea_level': 1034.84, 'grnd_level': 935.99}",,Ifanadiana,{'3h': 0.135},"{'message': 0.0039, 'country': 'MG', 'sunrise': 1535857038, 'sunset': 1535899244}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 1.37, 'deg': 61.5093}"
336,stations,{'all': 90},200,"{'lon': -133.71, 'lat': 68.36}",1535925600.0,5983607.0,"{'temp': 2, 'pressure': 1018, 'humidity': 91, 'temp_min': 2, 'temp_max': 2}",,Inuvik,,"{'type': 1, 'id': 3535, 'message': 0.004, 'country': 'CA', 'sunrise': 1535894844, 'sunset': 1535948299}",9656.0,"[{'id': 620, 'main': 'Snow', 'description': 'light shower snow', 'icon': '13d'}]","{'speed': 6.2, 'deg': 290, 'gust': 10.3}"
337,stations,{'all': 1},200,"{'lon': -151.54, 'lat': 59.64}",1535925180.0,5864145.0,"{'temp': 14.4, 'pressure': 1018, 'humidity': 66, 'temp_min': 14.4, 'temp_max': 14.4}",,Homer,,"{'type': 1, 'id': 77, 'message': 0.0041, 'country': 'US', 'sunrise': 1535900831, 'sunset': 1535950927}",16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 4.1, 'deg': 250}"
338,stations,{'all': 12},200,"{'lon': 75.11, 'lat': 33.93}",1535927894.0,1254198.0,"{'temp': 7.84, 'pressure': 736.42, 'humidity': 77, 'temp_min': 7.84, 'temp_max': 7.84, 'sea_level': 1018.51, 'grnd_level': 736.42}",,Tral,,"{'message': 0.0037, 'country': 'IN', 'sunrise': 1535848457, 'sunset': 1535894593}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 0.97, 'deg': 57.0093}"
339,stations,{'all': 64},200,"{'lon': 145.57, 'lat': 43.32}",1535927894.0,2128975.0,"{'temp': 16.39, 'pressure': 1031.4, 'humidity': 97, 'temp_min': 16.39, 'temp_max': 16.39, 'sea_level': 1031.68, 'grnd_level': 1031.4}",,Nemuro,,"{'message': 0.0034, 'country': 'JP', 'sunrise': 1535830995, 'sunset': 1535878228}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 2.97, 'deg': 195.009}"
340,stations,{'all': 0},200,"{'lon': 21.93, 'lat': -21.53}",1535927895.0,933815.0,"{'temp': 13.89, 'pressure': 904.7, 'humidity': 39, 'temp_min': 13.89, 'temp_max': 13.89, 'sea_level': 1028.56, 'grnd_level': 904.7}",,Dekar,,"{'message': 0.0034, 'country': 'BW', 'sunrise': 1535863213, 'sunset': 1535905408}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 2.72, 'deg': 195.009}"
341,stations,{'all': 80},200,"{'lon': 45.12, 'lat': 62.16}",1535927895.0,563990.0,"{'temp': 13.44, 'pressure': 1027.1, 'humidity': 86, 'temp_min': 13.44, 'temp_max': 13.44, 'sea_level': 1042.38, 'grnd_level': 1027.1}",,Dvinskoy,,"{'message': 0.0363, 'country': 'RU', 'sunrise': 1535853165, 'sunset': 1535904205}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 1.12, 'deg': 209.509}"
342,stations,{'all': 76},200,"{'lon': 50.08, 'lat': 61.08}",1535927896.0,473263.0,"{'temp': 10.74, 'pressure': 1023.62, 'humidity': 90, 'temp_min': 10.74, 'temp_max': 10.74, 'sea_level': 1042.75, 'grnd_level': 1023.62}",,Vizinga,,"{'message': 0.0033, 'country': 'RU', 'sunrise': 1535852148, 'sunset': 1535902847}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 1.07, 'deg': 93.0093}"
343,stations,{'all': 0},200,"{'lon': 108.75, 'lat': 50.36}",1535927896.0,2012349.0,"{'temp': 9.09, 'pressure': 904.37, 'humidity': 85, 'temp_min': 9.09, 'temp_max': 9.09, 'sea_level': 1026.61, 'grnd_level': 904.37}",,Krasnyy Chikoy,,"{'message': 0.003, 'country': 'RU', 'sunrise': 1535839301, 'sunset': 1535887577}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 0.97, 'deg': 250.009}"
344,stations,{'all': 90},200,"{'lon': -157.84, 'lat': 21.44}",1535925660.0,5856516.0,"{'temp': 27.42, 'pressure': 1010, 'humidity': 74, 'temp_min': 27, 'temp_max': 28.3}",,Ahuimanu,,"{'type': 1, 'id': 828, 'message': 0.0035, 'country': 'US', 'sunrise': 1535904922, 'sunset': 1535949933}",16093.0,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09d'}]","{'speed': 3.1, 'deg': 20}"
345,stations,{'all': 75},200,"{'lon': -96.47, 'lat': 15.74}",1535925060.0,3517970.0,"{'temp': 30, 'pressure': 1009, 'humidity': 74, 'temp_min': 30, 'temp_max': 30}",,Pochutla,,"{'type': 1, 'id': 3967, 'message': 0.0238, 'country': 'MX', 'sunrise': 1535890398, 'sunset': 1535935012}",11265.0,"[{'id': 211, 'main': 'Thunderstorm', 'description': 'thunderstorm', 'icon': '11d'}]","{'speed': 5.1, 'deg': 180}"
346,stations,{'all': 40},200,"{'lon': 80.32, 'lat': 13.22}",1535925600.0,1267433.0,"{'temp': 28, 'pressure': 1007, 'humidity': 88, 'temp_min': 28, 'temp_max': 28}",,Kattivakkam,,"{'type': 1, 'id': 7834, 'message': 0.0035, 'country': 'IN', 'sunrise': 1535848054, 'sunset': 1535892517}",5000.0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]","{'speed': 2.1, 'deg': 250}"
347,stations,{'all': 0},200,"{'lon': -170.99, 'lat': 65.58}",1535927898.0,4031637.0,"{'temp': 10.04, 'pressure': 1025.16, 'humidity': 82, 'temp_min': 10.04, 'temp_max': 10.04, 'sea_level': 1029.09, 'grnd_level': 1025.16}",,Lavrentiya,,"{'message': 0.004, 'country': 'RU', 'sunrise': 1535904486, 'sunset': 1535956572}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 4.82, 'deg': 221.009}"
348,stations,{'all': 76},200,"{'lon': 103.75, 'lat': 57.27}",1535927899.0,2017378.0,"{'temp': 9.49, 'pressure': 976.19, 'humidity': 80, 'temp_min': 9.49, 'temp_max': 9.49, 'sea_level': 1027.87, 'grnd_level': 976.19}",,Rudnogorsk,,"{'message': 0.0038, 'country': 'RU', 'sunrise': 1535839780, 'sunset': 1535889476}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 1.42, 'deg': 63.0093}"
349,stations,{'all': 1},200,"{'lon': -120.46, 'lat': 34.64}",1535925720.0,5367788.0,"{'temp': 22.54, 'pressure': 1012, 'humidity': 70, 'temp_min': 18, 'temp_max': 27}",,Lompoc,,"{'type': 1, 'id': 410, 'message': 0.0036, 'country': 'US', 'sunrise': 1535895381, 'sunset': 1535941520}",16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 5.7, 'deg': 290}"
350,stations,{'all': 0},200,"{'lon': 11.17, 'lat': 43.01}",1535925300.0,3169128.0,"{'temp': 18, 'pressure': 1015, 'humidity': 88, 'temp_min': 18, 'temp_max': 18}",,Roccastrada,,"{'type': 1, 'id': 5862, 'message': 0.0042, 'country': 'IT', 'sunrise': 1535863296, 'sunset': 1535910425}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 1, 'deg': 320}"
351,stations,{'all': 0},200,"{'lon': -1.56, 'lat': 43.48}",1535925600.0,3032797.0,"{'temp': 17.98, 'pressure': 1015, 'humidity': 88, 'temp_min': 17, 'temp_max': 19}",,Biarritz,,"{'type': 1, 'id': 5544, 'message': 0.0045, 'country': 'FR', 'sunrise': 1535866323, 'sunset': 1535913506}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 0.32, 'deg': 25.5093}"
352,stations,{'all': 0},200,"{'lon': -109.46, 'lat': 49.91}",1535927900.0,6065592.0,"{'temp': 21.29, 'pressure': 915.72, 'humidity': 29, 'temp_min': 21.29, 'temp_max': 21.29, 'sea_level': 1023.37, 'grnd_level': 915.72}",,Maple Creek,,"{'message': 0.0037, 'country': 'CA', 'sunrise': 1535891765, 'sunset': 1535939831}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 4.37, 'deg': 259.509}"
353,stations,{'all': 64},200,"{'lon': -54.34, 'lat': -34.48}",1535927901.0,3440777.0,"{'temp': 11.39, 'pressure': 1017.62, 'humidity': 91, 'temp_min': 11.39, 'temp_max': 11.39, 'sea_level': 1034.96, 'grnd_level': 1017.62}",,Rocha,,"{'message': 0.0035, 'country': 'UY', 'sunrise': 1535882009, 'sunset': 1535923225}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 3.12, 'deg': 157.009}"
354,stations,{'all': 75},200,"{'lon': 57.61, 'lat': -19.98}",1535925600.0,934649.0,"{'temp': 22, 'pressure': 1021, 'humidity': 78, 'temp_min': 22, 'temp_max': 22}",,Cap Malheureux,,"{'type': 1, 'id': 6729, 'message': 0.0159, 'country': 'MU', 'sunrise': 1535854600, 'sunset': 1535896896}",10000.0,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09n'}]","{'speed': 5.1, 'deg': 110}"
355,stations,{'all': 1},200,"{'lon': -122.67, 'lat': 45.52}",1535925180.0,5746545.0,"{'temp': 26.28, 'pressure': 1017, 'humidity': 29, 'temp_min': 24.4, 'temp_max': 27.8}",,Portland,,"{'type': 1, 'id': 2274, 'message': 0.0039, 'country': 'US', 'sunrise': 1535895274, 'sunset': 1535942671}",16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 4.1, 'deg': 330, 'gust': 7.7}"
356,stations,{'all': 24},200,"{'lon': 34.97, 'lat': 44.85}",1535927903.0,692315.0,"{'temp': 22.74, 'pressure': 997.67, 'humidity': 72, 'temp_min': 22.74, 'temp_max': 22.74, 'sea_level': 1027.75, 'grnd_level': 997.67}",,Sudak,,"{'message': 0.004, 'country': 'UA', 'sunrise': 1535857456, 'sunset': 1535904840}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 3.87, 'deg': 61.5093}"
357,stations,{'all': 88},200,"{'lon': 105.29, 'lat': 34.02}",1535927903.0,1808783.0,"{'temp': 14.04, 'pressure': 803.29, 'humidity': 91, 'temp_min': 14.04, 'temp_max': 14.04, 'sea_level': 1024.02, 'grnd_level': 803.29}",,Xihe,,"{'message': 0.003, 'country': 'CN', 'sunrise': 1535841206, 'sunset': 1535887361}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 1.42, 'deg': 320.009}"
358,stations,{'all': 90},200,"{'lon': -104.67, 'lat': 23.99}",1535924520.0,4011743.0,"{'temp': 22, 'pressure': 1021, 'humidity': 56, 'temp_min': 22, 'temp_max': 22}",,Constitucion,,"{'type': 1, 'id': 3983, 'message': 0.0075, 'country': 'MX', 'sunrise': 1535892060, 'sunset': 1535937277}",19312.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 8.2, 'deg': 190}"
359,stations,{'all': 92},200,"{'lon': -45.24, 'lat': 60.14}",1535927906.0,3421765.0,"{'temp': 3.79, 'pressure': 1004.89, 'humidity': 100, 'temp_min': 3.79, 'temp_max': 3.79, 'sea_level': 1016.85, 'grnd_level': 1004.89}",,Nanortalik,{'3h': 2.935},"{'message': 0.003, 'country': 'GL', 'sunrise': 1535875206, 'sunset': 1535925537}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 2.87, 'deg': 86.5093}"
360,stations,{'all': 48},200,"{'lon': 156.12, 'lat': 50.68}",1535927906.0,2121385.0,"{'temp': 11.99, 'pressure': 1004.65, 'humidity': 94, 'temp_min': 11.99, 'temp_max': 11.99, 'sea_level': 1017.66, 'grnd_level': 1004.65}",,Severo-Kurilsk,,"{'message': 0.0038, 'country': 'RU', 'sunrise': 1535827892, 'sunset': 1535876253}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 2.42, 'deg': 304.009}"
361,,,404,,,,,city not found,,,,,,
362,stations,{'all': 40},200,"{'lon': -93.21, 'lat': 37.02}",1535925120.0,4402245.0,"{'temp': 28.96, 'pressure': 1017, 'humidity': 65, 'temp_min': 28.9, 'temp_max': 29}",,Ozark,,"{'type': 1, 'id': 1661, 'message': 0.0044, 'country': 'US', 'sunrise': 1535888715, 'sunset': 1535935106}",16093.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 5.7, 'deg': 160}"
363,stations,{'all': 0},200,"{'lon': -60.77, 'lat': -19.93}",1535927908.0,3867427.0,"{'temp': 13.59, 'pressure': 1012.67, 'humidity': 64, 'temp_min': 13.59, 'temp_max': 13.59, 'sea_level': 1034.19, 'grnd_level': 1012.67}",,Mayor Pablo Lagerenza,,"{'message': 0.0031, 'country': 'PY', 'sunrise': 1535882993, 'sunset': 1535925313}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 3.12, 'deg': 167.509}"
364,stations,{'all': 40},200,"{'lon': -22.43, 'lat': 63.84}",1535925600.0,3416888.0,"{'temp': 7.53, 'pressure': 1006, 'humidity': 87, 'temp_min': 7, 'temp_max': 8}",,Grindavik,,"{'type': 1, 'id': 4832, 'message': 0.0047, 'country': 'IS', 'sunrise': 1535869107, 'sunset': 1535920670}",10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 2.1, 'deg': 290}"
365,stations,{'all': 68},200,"{'lon': -105.25, 'lat': 19.93}",1535927909.0,3981391.0,"{'temp': 26.29, 'pressure': 985.92, 'humidity': 85, 'temp_min': 26.29, 'temp_max': 26.29, 'sea_level': 1022.8, 'grnd_level': 985.92}",,Tomatlan,{'3h': 4.02},"{'message': 0.004, 'country': 'MX', 'sunrise': 1535892354, 'sunset': 1535937265}",,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]","{'speed': 0.22, 'deg': 197.509}"
