,base,clouds,cod,coord,dt,id,main,message,name,rain,sys,visibility,weather,wind
141,stations,{'all': 48},200,"{'lon': 100.36, 'lat': -0.92}",1535927778.0,1633419.0,"{'temp': 27.79, 'pressure': 1019.56, 'humidity': 100, 'temp_min': 27.79, 'temp_max': 27.79, 'sea_level': 1025.07, 'grnd_level': 1019.56}",,Padang,,"{'message': 0.01, 'country': 'ID', 'sunrise': 1535843716, 'sunset': 1535887250}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 0.87, 'deg': 122.009}"
142,stations,{'all': 90},200,"{'lon': -89.26, 'lat': 48.41}",1535925600.0,6166142.0,"{'temp': 19, 'pressure': 1010, 'humidity': 93, 'temp_min': 19, 'temp_max': 19}",,Thunder Bay,,"{'type': 1, 'id': 3717, 'message': 0.0056, 'country': 'CA', 'sunrise': 1535887034, 'sunset': 1535934872}",16093.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 4.6, 'deg': 80}"
143,stations,{'all': 40},200,"{'lon': -122.03, 'lat': 36.97}",1535925840.0,5393052.0,"{'temp': 22.38, 'pressure': 1012, 'humidity': 75, 'temp_min': 17.2, 'temp_max': 29}",,Santa Cruz,,"{'type': 1, 'id': 512, 'message': 0.0048, 'country': 'US', 'sunrise': 1535895639, 'sunset': 1535942013}",16093.0,"[{'id': 711, 'main': 'Smoke', 'description': 'smoke', 'icon': '50d'}, {'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50d'}]","{'speed': 4.1, 'deg': 210}"
144,stations,{'all': 56},200,"{'lon': 152.27, 'lat': -4.34}",1535927780.0,2093685.0,"{'temp': 26.09, 'pressure': 1012.1, 'humidity': 100, 'temp_min': 26.09, 'temp_max': 26.09, 'sea_level': 1026.09, 'grnd_level': 1012.1}",,Kokopo,{'3h': 1.27},"{'message': 0.0097, 'country': 'PG', 'sunrise': 1535831371, 'sunset': 1535874686}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 0.67, 'deg': 281.509}"
145,,,404,,,,,city not found,,,,,,
146,stations,{'all': 92},200,"{'lon': 167.69, 'lat': -46.13}",1535927781.0,2180815.0,"{'temp': 7.99, 'pressure': 1002.38, 'humidity': 100, 'temp_min': 7.99, 'temp_max': 7.99, 'sea_level': 1028.07, 'grnd_level': 1002.38}",,Tuatapere,{'3h': 0.115},"{'message': 0.0048, 'country': 'NZ', 'sunrise': 1535829388, 'sunset': 1535869309}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 3.57, 'deg': 231.509}"
147,stations,{'all': 1},200,"{'lon': -73.48, 'lat': 45.36}",1535926500.0,6138908.0,"{'temp': 25.07, 'pressure': 1019, 'humidity': 70, 'temp_min': 23, 'temp_max': 26.3}",,Saint-Philippe,,"{'type': 1, 'id': 2901, 'message': 0.0048, 'country': 'CA', 'sunrise': 1535883469, 'sunset': 1535930870}",11265.0,"[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09d'}, {'id': 200, 'main': 'Thunderstorm', 'description': 'thunderstorm with light rain', 'icon': '11d'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]","{'speed': 4.6, 'deg': 170}"
148,stations,{'all': 48},200,"{'lon': 173.16, 'lat': -35.17}",1535927782.0,2194098.0,"{'temp': 11.59, 'pressure': 1009.35, 'humidity': 100, 'temp_min': 11.59, 'temp_max': 11.59, 'sea_level': 1022.72, 'grnd_level': 1009.35}",,Ahipara,{'3h': 0.97},"{'message': 0.0032, 'country': 'NZ', 'sunrise': 1535827492, 'sunset': 1535868568}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 5.67, 'deg': 269.009}"
149,stations,{'all': 90},200,"{'lon': 148.6, 'lat': -32.25}",1535925600.0,2168305.0,"{'temp': 11, 'pressure': 1024, 'humidity': 62, 'temp_min': 11, 'temp_max': 11}",,Dubbo,,"{'type': 1, 'id': 8229, 'message': 0.0038, 'country': 'AU', 'sunrise': 1535833251, 'sunset': 1535874592}",10000.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 6.2, 'deg': 130}"
150,stations,{'all': 92},200,"{'lon': 124.74, 'lat': 55.15}",1535927783.0,2014718.0,"{'temp': 13.09, 'pressure': 944.09, 'humidity': 99, 'temp_min': 13.09, 'temp_max': 13.09, 'sea_level': 1019, 'grnd_level': 944.09}",,Tynda,{'3h': 5.695},"{'message': 0.2169, 'country': 'RU', 'sunrise': 1535834985, 'sunset': 1535884205}",,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]","{'speed': 1.67, 'deg': 108.509}"
151,stations,{'all': 20},200,"{'lon': -117.19, 'lat': 34.06}",1535925480.0,5386754.0,"{'temp': 27.12, 'pressure': 1011, 'humidity': 39, 'temp_min': 23, 'temp_max': 29.4}",,Redlands,,"{'type': 1, 'id': 470, 'message': 0.111, 'country': 'US', 'sunrise': 1535894625, 'sunset': 1535940709}",4828.0,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50d'}]","{'speed': 0.42, 'deg': 202.509}"
152,stations,{'all': 1},200,"{'lon': -114.07, 'lat': 40.74}",1535925360.0,5710035.0,"{'temp': 30, 'pressure': 1016, 'humidity': 2, 'temp_min': 30, 'temp_max': 30}",,West Wendover,,"{'type': 1, 'id': 2832, 'message': 0.0664, 'country': 'US', 'sunrise': 1535893516, 'sunset': 1535940310}",16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 4.1, 'deg': 130}"
153,stations,{'all': 32},200,"{'lon': 96.16, 'lat': 27.93}",1535927785.0,1254709.0,"{'temp': 19.34, 'pressure': 876.33, 'humidity': 98, 'temp_min': 19.34, 'temp_max': 19.34, 'sea_level': 1018.23, 'grnd_level': 876.33}",,Tezu,,"{'message': 0.0044, 'country': 'IN', 'sunrise': 1535843683, 'sunset': 1535889273}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 0.52, 'deg': 76.0093}"
154,stations,{'all': 36},200,"{'lon': -60.23, 'lat': -38.31}",1535927785.0,3833859.0,"{'temp': 11.79, 'pressure': 1022.48, 'humidity': 54, 'temp_min': 11.79, 'temp_max': 11.79, 'sea_level': 1034.72, 'grnd_level': 1022.48}",,Barrow,,"{'message': 0.0034, 'country': 'AR', 'sunrise': 1535883597, 'sunset': 1535924468}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 5.37, 'deg': 340.009}"
155,stations,{'all': 80},200,"{'lon': 73.08, 'lat': -0.6}",1535927786.0,1282256.0,"{'temp': 28.64, 'pressure': 1024.02, 'humidity': 100, 'temp_min': 28.64, 'temp_max': 28.64, 'sea_level': 1024.18, 'grnd_level': 1024.02}",,Hithadhoo,,"{'message': 0.0038, 'country': 'MV', 'sunrise': 1535850251, 'sunset': 1535893806}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 3.32, 'deg': 272.009}"
156,stations,{'all': 1},200,"{'lon': -107.24, 'lat': 41.79}",1535926200.0,5836068.0,"{'temp': 26.05, 'pressure': 1021, 'humidity': 3, 'temp_min': 26, 'temp_max': 26.1}",,Rawlins,,"{'type': 1, 'id': 3088, 'message': 0.0039, 'country': 'US', 'sunrise': 1535891812, 'sunset': 1535938735}",16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 3.6, 'deg': 310, 'gust': 10.8}"
157,stations,{'all': 75},200,"{'lon': -97.07, 'lat': 15.86}",1535924400.0,3520994.0,"{'temp': 30, 'pressure': 1013, 'humidity': 70, 'temp_min': 30, 'temp_max': 30}",,Puerto Escondido,,"{'type': 1, 'id': 4010, 'message': 0.0035, 'country': 'MX', 'sunrise': 1535890538, 'sunset': 1535935160}",16093.0,"[{'id': 211, 'main': 'Thunderstorm', 'description': 'thunderstorm', 'icon': '11d'}]","{'speed': 0.52, 'deg': 272.509}"
158,stations,{'all': 76},200,"{'lon': -37.64, 'lat': 65.61}",1535925000.0,3424607.0,"{'temp': 4, 'pressure': 1007, 'humidity': 93, 'temp_min': 4, 'temp_max': 4}",,Tasiilaq,,"{'type': 1, 'id': 4806, 'message': 0.0035, 'country': 'GL', 'sunrise': 1535872405, 'sunset': 1535924659}",,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09n'}]","{'speed': 1.5, 'deg': 50}"
159,,,404,,,,,city not found,,,,,,
160,stations,{'all': 36},200,"{'lon': -0.76, 'lat': 5.26}",1535927788.0,2297810.0,"{'temp': 23.09, 'pressure': 1019.32, 'humidity': 94, 'temp_min': 23.09, 'temp_max': 23.09, 'sea_level': 1025.64, 'grnd_level': 1019.32}",,Mumford,,"{'message': 0.0069, 'country': 'GH', 'sunrise': 1535867780, 'sunset': 1535911708}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 3.57, 'deg': 231.009}"
161,stations,{'all': 64},200,"{'lon': -124.02, 'lat': 54.02}",1535927788.0,6173361.0,"{'temp': 12.84, 'pressure': 920.83, 'humidity': 60, 'temp_min': 12.84, 'temp_max': 12.84, 'sea_level': 1025.32, 'grnd_level': 920.83}",,Vanderhoof,,"{'message': 0.0033, 'country': 'CA', 'sunrise': 1535894884, 'sunset': 1535943688}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 3.82, 'deg': 261.509}"
162,stations,{'all': 75},200,"{'lon': 15.63, 'lat': 78.22}",1535925000.0,2729907.0,"{'temp': 7, 'pressure': 1001, 'humidity': 75, 'temp_min': 7, 'temp_max': 7}",,Longyearbyen,,"{'type': 1, 'id': 5326, 'message': 0.0047, 'country': 'NO', 'sunrise': 1535853272, 'sunset': 1535917901}",10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 3.6, 'deg': 190}"
163,stations,{'all': 0},200,"{'lon': 31.67, 'lat': -21.05}",1535927790.0,893485.0,"{'temp': 19.24, 'pressure': 978.54, 'humidity': 64, 'temp_min': 19.24, 'temp_max': 19.24, 'sea_level': 1025.6, 'grnd_level': 978.54}",,Chiredzi,,"{'message': 0.6702, 'country': 'ZW', 'sunrise': 1535860860, 'sunset': 1535903086}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 2.97, 'deg': 74.5093}"
164,stations,{'all': 0},200,"{'lon': 49.66, 'lat': 58.6}",1535927791.0,548408.0,"{'temp': 10.44, 'pressure': 1021.02, 'humidity': 91, 'temp_min': 10.44, 'temp_max': 10.44, 'sea_level': 1041.37, 'grnd_level': 1021.02}",,Kirov,,"{'message': 0.0031, 'country': 'RU', 'sunrise': 1535852609, 'sunset': 1535902599}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 2.97, 'deg': 48.0093}"
165,stations,{'all': 0},200,"{'lon': 125.41, 'lat': -8.93}",1535927791.0,1651810.0,"{'temp': 23.14, 'pressure': 949.85, 'humidity': 68, 'temp_min': 23.14, 'temp_max': 23.14, 'sea_level': 1026.9, 'grnd_level': 949.85}",,Airai,,"{'message': 0.0027, 'country': 'TL', 'sunrise': 1535837965, 'sunset': 1535880986}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 0.67, 'deg': 98.5093}"
166,stations,{'all': 88},200,"{'lon': 72.68, 'lat': 65.61}",1535927792.0,1490918.0,"{'temp': 5.34, 'pressure': 1040.39, 'humidity': 89, 'temp_min': 5.34, 'temp_max': 5.34, 'sea_level': 1043.52, 'grnd_level': 1040.39}",,Staryy Nadym,,"{'message': 0.0042, 'country': 'RU', 'sunrise': 1535845870, 'sunset': 1535898252}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 1.37, 'deg': 257.509}"
167,,,404,,,,,city not found,,,,,,
168,stations,{'all': 92},200,"{'lon': 147.9, 'lat': 70.62}",1535927793.0,2126123.0,"{'temp': 4.49, 'pressure': 1018.1, 'humidity': 100, 'temp_min': 4.49, 'temp_max': 4.49, 'sea_level': 1020.13, 'grnd_level': 1018.1}",,Chokurdakh,{'3h': 1.81},"{'message': 0.0038, 'country': 'RU', 'sunrise': 1535826353, 'sunset': 1535881619}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 1.62, 'deg': 227.009}"
169,stations,{'all': 36},200,"{'lon': -65.11, 'lat': -43.3}",1535927793.0,3839307.0,"{'temp': 10.14, 'pressure': 1020.78, 'humidity': 32, 'temp_min': 10.14, 'temp_max': 10.14, 'sea_level': 1032.01, 'grnd_level': 1020.78}",,Rawson,,"{'message': 0.0033, 'country': 'AR', 'sunrise': 1535885023, 'sunset': 1535925390}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 4.22, 'deg': 235.009}"
170,stations,{'all': 0},200,"{'lon': 15.66, 'lat': 38.11}",1535925300.0,6542287.0,"{'temp': 25.5, 'pressure': 1015, 'humidity': 65, 'temp_min': 25, 'temp_max': 26}",,Reggio di Calabria,,"{'type': 1, 'id': 5771, 'message': 0.0036, 'country': 'IT', 'sunrise': 1535862512, 'sunset': 1535909062}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 5.1, 'deg': 360}"
171,stations,{'all': 0},200,"{'lon': 124.89, 'lat': -9.11}",1535927794.0,1651103.0,"{'temp': 25.24, 'pressure': 1003.75, 'humidity': 99, 'temp_min': 25.24, 'temp_max': 25.24, 'sea_level': 1026.66, 'grnd_level': 1003.75}",,Atambua,,"{'message': 0.0043, 'country': 'ID', 'sunrise': 1535838096, 'sunset': 1535881105}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 3.37, 'deg': 152.509}"
172,stations,{'all': 75},200,"{'lon': 5.66, 'lat': 46.26}",1535926800.0,2988888.0,"{'temp': 13.88, 'pressure': 1018, 'humidity': 77, 'temp_min': 13, 'temp_max': 15}",,Oyonnax,,"{'type': 1, 'id': 6002, 'message': 0.0063, 'country': 'FR', 'sunrise': 1535864395, 'sunset': 1535911964}",10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",{'speed': 1}
173,stations,{'all': 24},200,"{'lon': 51.68, 'lat': 43.18}",1535927795.0,609919.0,"{'temp': 18.99, 'pressure': 1035.29, 'humidity': 53, 'temp_min': 18.99, 'temp_max': 18.99, 'sea_level': 1033.75, 'grnd_level': 1035.29}",,Kuryk,,"{'message': 0.0038, 'country': 'KZ', 'sunrise': 1535853555, 'sunset': 1535900725}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 8.37, 'deg': 111.509}"
174,stations,{'all': 48},200,"{'lon': 176.84, 'lat': -39.64}",1535927609.0,2190224.0,"{'temp': 14.64, 'pressure': 1010.32, 'humidity': 79, 'temp_min': 14.64, 'temp_max': 14.64, 'sea_level': 1017.86, 'grnd_level': 1010.32}",,Hastings,,"{'message': 0.0077, 'country': 'NZ', 'sunrise': 1535826826, 'sunset': 1535867472}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 4.77, 'deg': 320.009}"
175,,,404,,,,,city not found,,,,,,
176,,,404,,,,,city not found,,,,,,
177,stations,{'all': 0},200,"{'lon': 22.43, 'lat': 39.42}",1535925000.0,262462.0,"{'temp': 21, 'pressure': 1014, 'humidity': 56, 'temp_min': 21, 'temp_max': 21}",,Chara,,"{'type': 1, 'id': 5674, 'message': 0.018, 'country': 'GR', 'sunrise': 1535860812, 'sunset': 1535907511}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 1.22, 'deg': 299.509}"
178,stations,{'all': 0},200,"{'lon': 73.04, 'lat': 26.3}",1535927784.0,1268865.0,"{'temp': 27.09, 'pressure': 986.89, 'humidity': 65, 'temp_min': 27.09, 'temp_max': 27.09, 'sea_level': 1014.62, 'grnd_level': 986.89}",,Jodhpur,,"{'message': 0.0064, 'country': 'IN', 'sunrise': 1535849304, 'sunset': 1535894749}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 4.67, 'deg': 233.509}"
179,stations,{'all': 75},200,"{'lon': 57.76, 'lat': -20.34}",1535925600.0,1106677.0,"{'temp': 22, 'pressure': 1021, 'humidity': 78, 'temp_min': 22, 'temp_max': 22}",,Bambous Virieux,,"{'type': 1, 'id': 6729, 'message': 0.2372, 'country': 'MU', 'sunrise': 1535854577, 'sunset': 1535896848}",10000.0,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09n'}]","{'speed': 5.1, 'deg': 110}"
180,stations,{'all': 40},200,"{'lon': -74.98, 'lat': 39.31}",1535926140.0,4501427.0,"{'temp': 26.85, 'pressure': 1023, 'humidity': 83, 'temp_min': 25.6, 'temp_max': 28.3}",,Port Elizabeth,{'1h': 0.76},"{'type': 1, 'id': 1983, 'message': 0.0113, 'country': 'US', 'sunrise': 1535884211, 'sunset': 1535930858}",16093.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 4.1, 'deg': 140}"
181,stations,{'all': 44},200,"{'lon': 46.17, 'lat': 48.29}",1535927809.0,583798.0,"{'temp': 19.89, 'pressure': 1034.4, 'humidity': 55, 'temp_min': 19.89, 'temp_max': 19.89, 'sea_level': 1034.27, 'grnd_level': 1034.4}",,Akhtubinsk,,"{'message': 0.0072, 'country': 'RU', 'sunrise': 1535854509, 'sunset': 1535902405}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 5.12, 'deg': 101.509}"
182,stations,{'all': 24},200,"{'lon': 42.62, 'lat': 53.5}",1535927810.0,463710.0,"{'temp': 17.64, 'pressure': 1017.45, 'humidity': 57, 'temp_min': 17.64, 'temp_max': 17.64, 'sea_level': 1037.48, 'grnd_level': 1017.45}",,Zemetchino,,"{'message': 0.0045, 'country': 'RU', 'sunrise': 1535854894, 'sunset': 1535903710}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 3.37, 'deg': 61.5093}"
183,stations,{'all': 40},200,"{'lon': 59.15, 'lat': 53.14}",1535923800.0,584051.0,"{'temp': 7, 'pressure': 1025, 'humidity': 93, 'temp_min': 7, 'temp_max': 7}",,Svetlogorsk,,"{'type': 1, 'id': 7307, 'message': 0.0229, 'country': 'RU', 'sunrise': 1535850958, 'sunset': 1535899715}",9000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 2, 'deg': 150}"
184,stations,{'all': 75},200,"{'lon': -159.78, 'lat': -21.21}",1535925600.0,4035715.0,"{'temp': 25, 'pressure': 1019, 'humidity': 73, 'temp_min': 25, 'temp_max': 25}",,Avarua,,"{'type': 1, 'id': 8340, 'message': 0.0039, 'country': 'CK', 'sunrise': 1535906785, 'sunset': 1535949037}",10000.0,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09d'}]","{'speed': 8.7, 'deg': 90, 'gust': 14.4}"
185,stations,{'all': 0},200,"{'lon': 111.46, 'lat': 1.24}",1535925600.0,1735799.0,"{'temp': 23, 'pressure': 1011, 'humidity': 94, 'temp_min': 23, 'temp_max': 23}",,Sri Aman,,"{'type': 1, 'id': 8113, 'message': 0.0032, 'country': 'MY', 'sunrise': 1535840982, 'sunset': 1535884655}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",{'speed': 1}
186,stations,{'all': 20},200,"{'lon': 127.67, 'lat': 26.12}",1535925600.0,1861280.0,"{'temp': 26.72, 'pressure': 1004, 'humidity': 74, 'temp_min': 25.6, 'temp_max': 28}",,Itoman,,"{'type': 1, 'id': 7623, 'message': 0.0036, 'country': 'JP', 'sunrise': 1535836196, 'sunset': 1535881640}",10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 5.1, 'deg': 350}"
187,stations,{'all': 0},200,"{'lon': 21.84, 'lat': -18.36}",1535927812.0,933077.0,"{'temp': 14.19, 'pressure': 910.53, 'humidity': 34, 'temp_min': 14.19, 'temp_max': 14.19, 'sea_level': 1026.98, 'grnd_level': 910.53}",,Shakawe,,"{'message': 0.0031, 'country': 'BW', 'sunrise': 1535863124, 'sunset': 1535905537}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 2.57, 'deg': 88.0093}"
188,,,404,,,,,city not found,,,,,,
189,stations,{'all': 0},200,"{'lon': -7.62, 'lat': 33.6}",1535925600.0,2553604.0,"{'temp': 22, 'pressure': 1017, 'humidity': 94, 'temp_min': 22, 'temp_max': 22}",,Casablanca,,"{'type': 1, 'id': 6147, 'message': 0.0043, 'country': 'MA', 'sunrise': 1535868338, 'sunset': 1535914414}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 3.6, 'deg': 300}"
190,stations,{'all': 32},200,"{'lon': 37.84, 'lat': -4.16}",1535927814.0,152169.0,"{'temp': 13.94, 'pressure': 925.21, 'humidity': 97, 'temp_min': 13.94, 'temp_max': 13.94, 'sea_level': 1027.63, 'grnd_level': 925.21}",,Mwembe,,"{'message': 0.0037, 'country': 'TZ', 'sunrise': 1535858821, 'sunset': 1535902151}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 1.22, 'deg': 188.009}"
191,stations,{'all': 8},200,"{'lon': 136.78, 'lat': -12.18}",1535925600.0,2064735.0,"{'temp': 24, 'pressure': 1014, 'humidity': 94, 'temp_min': 24, 'temp_max': 24}",,Nhulunbuy,,"{'type': 1, 'id': 8188, 'message': 0.0144, 'country': 'AU', 'sunrise': 1535835344, 'sunset': 1535878153}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}]","{'speed': 5.87, 'deg': 116.009}"
192,stations,{'all': 92},200,"{'lon': 25.97, 'lat': 70.98}",1535927815.0,779554.0,"{'temp': 9.24, 'pressure': 1016.16, 'humidity': 98, 'temp_min': 9.24, 'temp_max': 9.24, 'sea_level': 1030.95, 'grnd_level': 1016.16}",,Honningsvag,{'3h': 0.275},"{'message': 0.0041, 'country': 'NO', 'sunrise': 1535855574, 'sunset': 1535910906}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 3.32, 'deg': 248.509}"
193,stations,{'all': 90},200,"{'lon': -92.44, 'lat': 31.31}",1535925900.0,4314550.0,"{'temp': 26.15, 'pressure': 1014, 'humidity': 74, 'temp_min': 24.7, 'temp_max': 27.2}",,Alexandria,,"{'type': 1, 'id': 1159, 'message': 0.0041, 'country': 'US', 'sunrise': 1535888812, 'sunset': 1535934647}",16093.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}, {'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09d'}]","{'speed': 6.7, 'deg': 110}"
194,,,404,,,,,city not found,,,,,,
195,stations,{'all': 80},200,"{'lon': 140.4, 'lat': -8.49}",1535927816.0,2082539.0,"{'temp': 26.49, 'pressure': 1026.53, 'humidity': 89, 'temp_min': 26.49, 'temp_max': 26.49, 'sea_level': 1026.98, 'grnd_level': 1026.53}",,Merauke,,"{'message': 0.0088, 'country': 'ID', 'sunrise': 1535834354, 'sunset': 1535877403}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 5.22, 'deg': 126.509}"
196,stations,{'all': 75},200,"{'lon': 54.1, 'lat': 17.01}",1535925000.0,286621.0,"{'temp': 24, 'pressure': 1007, 'humidity': 94, 'temp_min': 24, 'temp_max': 24}",,Salalah,,"{'type': 1, 'id': 7115, 'message': 0.007, 'country': 'OM', 'sunrise': 1535854213, 'sunset': 1535898938}",8000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 2.1, 'deg': 190}"
197,stations,{'all': 75},200,"{'lon': -149.15, 'lat': -17.73}",1535925600.0,4033557.0,"{'temp': 27, 'pressure': 1015, 'humidity': 65, 'temp_min': 27, 'temp_max': 27}",,Tautira,,"{'type': 1, 'id': 8343, 'message': 0.0036, 'country': 'PF', 'sunrise': 1535904117, 'sunset': 1535946600}",10000.0,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09d'}]",{'speed': 1}
198,,,404,,,,,city not found,,,,,,
199,,,404,,,,,city not found,,,,,,
200,stations,{'all': 0},200,"{'lon': 52.54, 'lat': 29.61}",1535927400.0,115019.0,"{'temp': 24, 'pressure': 1014, 'humidity': 17, 'temp_min': 24, 'temp_max': 24}",,Shiraz,,"{'type': 1, 'id': 7053, 'message': 0.0036, 'country': 'IR', 'sunrise': 1535854081, 'sunset': 1535899806}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 0.92, 'deg': 24.5093}"
201,stations,{'all': 56},200,"{'lon': 128.87, 'lat': 71.64}",1535927819.0,2015306.0,"{'temp': 4.99, 'pressure': 1002.62, 'humidity': 99, 'temp_min': 4.99, 'temp_max': 4.99, 'sea_level': 1019.68, 'grnd_level': 1002.62}",,Tiksi,,"{'message': 0.0074, 'country': 'RU', 'sunrise': 1535830542, 'sunset': 1535886546}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 4.57, 'deg': 259.009}"
202,,,404,,,,,city not found,,,,,,
203,stations,{'all': 75},200,"{'lon': -94.76, 'lat': 39.95}",1535925180.0,4407665.0,"{'temp': 22.2, 'pressure': 1016, 'humidity': 97, 'temp_min': 22.2, 'temp_max': 22.2}",,Kodiak,{'1h': 0.25},"{'type': 1, 'id': 1664, 'message': 0.0041, 'country': 'US', 'sunrise': 1535888925, 'sunset': 1535935636}",8047.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}, {'id': 211, 'main': 'Thunderstorm', 'description': 'thunderstorm', 'icon': '11d'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]","{'speed': 2.1, 'deg': 20}"
204,stations,{'all': 90},200,"{'lon': 152.91, 'lat': -31.43}",1535925600.0,2152659.0,"{'temp': 12, 'pressure': 1025, 'humidity': 76, 'temp_min': 12, 'temp_max': 12}",,Port Macquarie,,"{'type': 1, 'id': 8239, 'message': 0.0051, 'country': 'AU', 'sunrise': 1535832183, 'sunset': 1535873591}",10000.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 2.6, 'deg': 250}"
